Timestamp,Sentence,Sentiment
9/17/2023 0:39:15,Pizza was very good. You can tell it was cooked in a wood fired oven. Needed to be cooked a little bit longer,Neutral
9/17/2023 0:39:41,too bad,Negative
9/17/2023 0:40:03,Kudos wedges - absolutely horrible.,Negative
9/17/2023 0:40:14,Very bad experience,Negative
9/17/2023 0:45:05,the chicken strips were stale and smelly,Negative
9/17/2023 0:47:32,"Very bad quality pasta, I can't Expect like this food",Negative
9/17/2023 0:47:44,pizza ta pura e thanda cilo. somoy basi lagsay,Negative
9/17/2023 0:47:55,vegetable ta actu problem silo,Negative
9/17/2023 0:48:28,It’s too much big ,Positive
9/17/2023 0:48:38,test good,Positive
9/17/2023 0:49:12,food was delicious ,Positive
9/17/2023 0:49:38,"They sent the right product but instead of 17"" they sent 9""!",Negative
9/17/2023 0:49:49,it was so bad,Negative
9/17/2023 0:50:34,"low quality of food, didn't taste good",Negative
9/17/2023 0:51:00,Awesome test and surprise French fries,Positive
9/17/2023 0:51:22,"Very bad experience, no professionalism",Negative
9/17/2023 0:51:35,"superb, presentation average but food was good",Positive
9/17/2023 0:51:49,One of the best burger !! Everyone should give it a try.,Positive
9/17/2023 0:52:15,They were on time.,Positive
9/17/2023 0:52:53,I ordered chicken steak platter test was good.but chicken steak was little bit hard.overall good.,Neutral
9/17/2023 0:53:19,5 star for extra sauce and amenities!,Positive
9/17/2023 0:53:43,fry box not worth it,Neutral
9/17/2023 0:54:09,Beyond my expectations. The food was really good and I would recommend everyone to try this amazing recipe,Positive
9/17/2023 0:54:30,French fries were too salty. Otherwise the food was good.,Neutral
9/17/2023 0:55:23,Food was good. But feeling sad when an item has been cancelled.,Positive
9/17/2023 0:55:42,I order tandorri pie pizza buy one get one ! Worst taste ever! Waste off money!,Negative
9/17/2023 0:56:25,their steak is good but chewy. Their sides with the steak is good too. Didn’t like the sauce so much,Neutral
9/17/2023 0:57:06,Alfedo pizza is soooo good,Positive
9/17/2023 0:57:44,Beef was not cocked at all.its all raw meat they send us.we couldn't test the stack at all its disgusting beef.,Negative
9/17/2023 0:58:12,Amazing Food. Please maintain the quality and taste,Positive
9/17/2023 0:58:40,food was good but need to a little more salty,Neutral
9/17/2023 0:59:13,Order was very bad experience. I won't ever order food orchid. Food quality was worst.,Negative
9/17/2023 1:00:22,Food quality is worse. Never tried this types of bad food from foodpanda. No Mushroom within their garlic mushroom menu. White pasta is very hard with lot of salt. Not recommend unless they improve foo,Negative
9/17/2023 1:01:02,Food Quality are very very bad. Waste of my money.,Negative
9/17/2023 1:01:17,Food Quality are very very bad. Waste of my money.,Positive
9/17/2023 1:02:06,There was a hair around a momo,Negative
9/17/2023 1:02:32,"Pizza's taste was not good. They didn't even cut the pizza. Also the price was high. To me, it was a waste of money. I wanted extra sauce. They provided it",Negative
9/17/2023 1:03:11,When users as said something on the note please read them. I don't like tomato but everytime you guys just send me tomatos,Neutral
9/17/2023 1:03:27,the pizza was average topping rate 8/10 cheese rate 4/10 taste rate 6/10,Neutral
9/17/2023 1:03:41,food was very nice,Positive
9/17/2023 1:04:16,noodles was average & the French fry wasn't crisp at all,Neutral
9/17/2023 1:04:38,great taste. i just love their momo! requesting to bring faluda back,Positive
9/17/2023 1:05:05,noodles were great as usual,Positive
9/17/2023 1:05:42,Good in taste..Taste rate:4.5/5 Quantity they give is plentiful.. Quantity rate:5/5 overall satisfactory,Neutral
9/17/2023 1:06:32,Today the rice and food were very dry,Negative
9/17/2023 1:06:44,the pasta was great 10/10,Positive
9/17/2023 1:06:57,The amount was almost half of the box.I ordered so many times but the last two times they sent like almost half of the box for Nasi Goreng and Peri Pasta.. It was very disappointing and sad,Negative
9/17/2023 1:07:12,low grade food with high price,Negative
9/17/2023 1:07:34,taste is good and the food was hot but they didn't provide cutlery items,Positive
9/17/2023 1:07:56,the mie goreng was a bit dry in my opinion but I liked the taste. they should increase the portion size though,Neutral
9/17/2023 1:08:15,i was too hungry and made me satisfied,Positive
9/17/2023 1:08:32,Pasta got cold. Didn't taste good,Negative
9/17/2023 1:08:51,naga chicken wings was awesome and red mad pasta was bank for the buck,Positive
9/17/2023 1:09:35,taste was good. quality was great,Positive
9/17/2023 1:09:35,taste was good.,Positive
9/17/2023 1:10:50,"very bad experience, wings are the worst not recommend at all, owner please check your food quality and taste, its deteriorating",Negative
9/17/2023 1:12:37,"ordered tandoori rice, unnecessarily spicy!",Negative
9/17/2023 1:12:56,taste is good but price is little bit high,Neutral
9/17/2023 1:13:12,I ordered Tandoori rice bowl… and it was my 3rd time. Highly recommend this restaurant Food was tasty and Hot at the same time,Positive
9/17/2023 1:13:22,Thank you so much. Food was fresh and testy.,Positive
9/17/2023 1:13:32,too spicy and the chicken was smelly,Negative
9/17/2023 1:13:48,full of rice. meat portion is almost ZERO,Negative
9/17/2023 1:14:03,take too much time,Negative
9/17/2023 1:14:14,getting bad smell from rice. so sad,Negative
9/17/2023 1:14:48,Food quality and quantity is really good.,Positive
9/17/2023 1:15:04,"Food was warm and fresh,quite tasty ,well packed. For my taste bud the creaminess that I think is from coconut milk is kinda okayish cuz of scrap but I think some might love it.",Positive
9/17/2023 1:15:16,It was a good meal but amount could have been increased as the price was very high and some vegetables could have been added too,Neutral
9/17/2023 1:15:32,Very good cooking.Instead of mango aachar gravy would have been better,Neutral
9/17/2023 1:15:49,too much spicy tandoori rice was...definitely ill not recommend this dish for others except who likes too spicy dish,Negative
9/17/2023 1:16:15,the pizza was completely ruined it was smashed,Negative
9/17/2023 1:16:32,"I never thought I would've this type of experience from CHEEZ. ordered seafood marinara, it was totally garbage. The shrimp was too chewy and rubbery and don't get started on the crab sticks. 1/10",Negative
9/17/2023 1:16:50,Taste is not so good,Neutral
9/17/2023 1:17:04,Need to increase their amount according to price,Neutral
9/17/2023 1:17:30,the 8 inch crunch is marvelous. I hope they add other flavours as well.,Positive
9/17/2023 1:17:46,Food was not properly cooked. Smell of some other food was coming from the pizza.,Negative
9/17/2023 1:18:17,Horrible pizza.If u do not have enough ingredient then please don't take order or name it NO CHEESE PIZZA,Negative
9/17/2023 1:18:30,The pizza was so flavorful and full of toppings just loved it and the pasta was good and full of mushrooms and chicken.Loved it.,Positive
9/17/2023 1:19:03,Took the combo offer no.2. All pizzas were superb,Positive
9/17/2023 1:19:16,The pasta was great as usual,Positive
9/17/2023 1:19:32,It was fresh. They followed our instruction and made it spicy. Taste was good.,Positive
9/17/2023 1:19:46,It took them 2 hours to deliver,Negative
9/17/2023 1:19:59,SMG was delicious. pricey though.,Neutral
9/17/2023 1:20:48,they literally sent us food which is not even suitable for dogs. ,Negative
9/17/2023 1:21:24,Really good and healthy food it was. Specially chicken bhuna kebab was awesome and chicken home made shahi haleem,Positive
9/17/2023 1:21:52,They are a total scam. Don’t order any food from them. I have order food for 5 person and in the end they only deliver food for 1 person and that is also without any naan,Negative
9/17/2023 1:22:17,The food was good. Specially the Pita bread was so soft. I would recommend Adana kebab as a must try.,Positive
9/17/2023 1:22:38,"Disgusting, how can they get 5 stars rating? Paid stars / given by own family?",Negative
9/17/2023 1:23:03,very poor quality and taste,Negative
9/17/2023 1:23:25,delivery man was well behaved though he had to pass broken and bad road of eastern housing at 2:00 am,Positive
9/17/2023 1:23:34,Too much salty,Negative
9/17/2023 1:23:48,Burger taste is great,Positive
9/17/2023 1:24:01,Food is great. Love their amazing taste buds.,Positive
9/17/2023 1:24:29,the meat box was very good but the chowmein smelled very bad and I couldn't eat it. it's a very disappointing matter,Negative
9/17/2023 1:24:42,food wasn't good it's ok quality,Neutral
9/17/2023 1:25:25,I paid 413 taka for 20 taka worth of meat. This is absurd! And I paid for extra sauce and didn't get any. Don't order from these assholes!,Negative
9/17/2023 1:25:53,Food is amazing specially their pizza,Positive
9/17/2023 1:26:36,"Todays food was awesome, ordering regular from there",Positive
9/17/2023 1:27:00,Tasty but french fries didn’t cook properly and tasteless,Neutral
9/17/2023 1:27:17,food quality is not up to mark ,Negative
9/17/2023 1:27:37,Quantity low and quality too,Negative
9/17/2023 1:27:51,"So bad experience,,,,, 1 hour 40 min for delivery!!",Negative
9/17/2023 1:28:34,Great food I have eat ever in my life.,Positive
9/17/2023 1:28:57,There was no cheese & only garlic sauce & all the fries were at the bottom,Negative
9/17/2023 1:29:37,best meat box in city,Positive
9/17/2023 1:29:58,Overall size could be bigger,Neutral
9/17/2023 1:30:49,Test good but could have been better,Neutral
9/18/2023 0:55:18,i faced a bad experience... cake was too much hard...and not tasty..,Negative
9/18/2023 0:55:30,It was the worst cake it was old smelly and stale,Negative
9/18/2023 0:55:49,I ordered a chocolate pastry. They delivered a vanilla jar cake. Taste was below average,Negative
9/18/2023 0:57:29,did not like their chicken stuffed bread. they tried to make up thus item by putting ingredients inside pizza dough. The ingredients remained raw and tasteless. the chicken smelt bad,Negative
9/18/2023 0:58:07,"The mayonnaise inside the burger was so sour, I couldn't eat with proper satisfaction",Negative
9/18/2023 0:58:32,Thank you so much.... fast delivery and tasty pizza,Positive
9/18/2023 0:59:50,Think at the same price I could get Domino's pizza. The size of this pizza is the same that of Domino's personal pizza and tastes way better.,Neutral
9/18/2023 1:00:06,"I ordered spicy chicken pizza. While the ingredients and cooking was good, I felt like it lacked flavour and taste. Playing with more spices and synchronisation with flavours are needed. GOOD LUCK",Neutral
9/18/2023 1:00:25,most valuable parcel for me..Thanks to sourov kitchen.. it was actually wonderful at mid night,Positive
9/18/2023 1:00:38,Highly recommended : Delicious Pizza,Positive
9/18/2023 1:00:51,the burger patty was very poor,Positive
9/18/2023 1:01:10,Pizza is pretty good. but the cheese didn't properly stick to dough. But was still good. Also I think they should add sweet sauce with it instead of the spicy one.,Positive
9/18/2023 1:01:21,Pizza wasn't cooked. The dough was still raw. The chicken sub had too much sauce and it tasted awful. The buns were just too soft for subs,Positive
9/18/2023 1:01:34,the sauce went very well with the pizza! Absolutely loved it!!,Positive
9/18/2023 1:01:52,Delivered frowzy Pizza and burned flavour black sauce. very poor quality,Negative
9/18/2023 1:02:15,Everything was standard but need to work more regarding with menu,Neutral
9/18/2023 1:03:42,please back my money,Negative
9/18/2023 1:03:51,Order was Late but food quality was good,Neutral
9/18/2023 1:04:09,it wasn't good at all the dough itself had a very bad smell and the quality has gone bad from before I used to order from here 3/4months back and it was good but now it's very bad not gonna orde,Negative
9/18/2023 1:06:21,I tried their chicken warp. It was disgusting. Couldn’t digest it. There were some leaves in the warp which was giving a bitter taste. Totally disappointed.,Negative
9/18/2023 1:06:38,too salty..take too much time and not worth the money,Negative
9/18/2023 1:06:47,Instructions wasn't followed by the restaurant,Negative
9/18/2023 1:07:06,Pizza tasted good but size of pizza was very small compared to the price. Packaging needs to be improved as well. Bad smell was coming from the box.,Neutral
9/18/2023 1:07:35,price and quantity wise bit disappointing. food taste alright. both type of wings tasted kinda similar,Neutral
9/18/2023 1:08:02,"Pizza was burnt, bad to eat ...I was very disappointed....",Negative
9/18/2023 1:08:13,"I was so hungry that's why I ordered from here, their pizza base is so thin and pizza's are overpriced. Don't order from here.",Negative
9/18/2023 1:08:51,Crispy means a nice fried coating not a hard layer of flower(that was a little disappointing). Burger was ok . Liked the Parmesan chicken so much !,Neutral
9/18/2023 1:09:15,behaviour of the rider was so good and the food too,Positive
9/18/2023 1:09:31,270tk for 2pic chicken is okay but chicken size was to small. disappointing,Negative
9/18/2023 1:09:54,"the texture and technique of the food was great, but the taste was extremely unpalatable",Negative
9/18/2023 1:10:10,"Poor taste. Wrong advertise in the menu. Food totally different than shown picture in the menu. Tasted so bad. Chicken tasted like rotten. French fry bad, too. Please don't order from this restaurant.",Negative
9/18/2023 1:11:02,Very tasty burger. And the delivery was very quick. Such delicious burgers at this price can't be found anywhere else. I will definitely order again.,Positive
9/18/2023 1:11:21,This a fantastic bargar with a tender and juicy patty and a great softer bun . What a sets it a part from the sauce which adds in a great deal of flavour and texture . Good luck chef mhef,Positive
9/18/2023 1:12:10,literally It was very flavorful and fresh. The juiciness of the petty and the other ingredients used was of very high quality .Surely going to try out other items. undoubtedly the best burger in town,Positive
9/18/2023 1:12:24,The bun quality was really good patties were a bit thin . Otherwise it was good.,Neutral
9/18/2023 1:12:44,The Burger was super fresh and well balanced as well. highly recommend. keep up the good work,Positive
9/18/2023 1:13:12,Good packaging.Taste was average.Nice one,Positive
9/18/2023 1:14:05,"burger, sandwich, wedges unexpectedly good. khabar shobguloi khub e valo chilo. keep it up shef.",Positive
9/18/2023 1:14:20,Average burgers. Patties need improvement. Sauce and bun is good.,Neutral
9/18/2023 1:14:32,for the price that I paid it was really good.,Positive
9/18/2023 1:14:45,"Not gonna lie, loved the food. will order again",Positive
9/18/2023 1:14:59,Second time ordering and it was good,Positive
9/18/2023 1:15:13,Wedges were pretty good. The bun was amazing. The patty need a little improvement to be same ratio to buns. But most importantly you listened to my request. Thank you so much for that. Best wishes.,Neutral
9/18/2023 1:15:36,"food was fresh, tasted great , they can make the patty a bit better as it was dry. Also I personally found the food a bit greasy. overall would recommend",Neutral
9/18/2023 1:15:56,"Overall experience was great. So 5 star for that. But Extreme Naga has to be more spicy, it's supposed to be extreme. Keep up the great food quality",Positive
9/18/2023 1:18:08,The burger is more then expected and the wedges are absolutely awesome,Positive
9/18/2023 1:18:29,was expecting more by the reviews but not as expected.The patty needs to be improved as it was not Juicy or soft.Can be better if u make the patties more soft or juicy.,Neutral
9/18/2023 1:18:53,"I ordered CLASSIC CHICKEN CHEDDAR CHEESE BURGER but got without cheese,maybe the classic one :') But no question about taste and quality. recommended.",Neutral
9/18/2023 1:19:08,The bun wasn’t soft,Negative
9/18/2023 1:19:29,"Bigger portions would've been better, but not bad.",Neutral
9/18/2023 1:19:47,tasty but Sause needs to be improved,Neutral
9/18/2023 1:22:51,Excellent test and yummy food quality thanks a lot,Positive
9/18/2023 1:23:18,because of there was no mushroom but I ordered mushroom pasta,Negative
9/18/2023 1:23:31,"it was said that there will be chicken, mushroom and many more but there was nothing tasted like only boiled pasta.",Negative
9/18/2023 1:24:06,Hyderabad Biryani cooking was very good,Positive
9/18/2023 1:24:21,"Disappointing pasta quantity, not price worthy.American chicken shawarma is a complete scam. Literally there was no stuffing except sauce, moreover the bread was stale! couldn't eat the shawarma at all",Negative
9/18/2023 1:24:48,the pasta was very bad,Negative
9/18/2023 1:25:04,Best pasta in world Excellent test chilo.,Positive
9/18/2023 1:25:19,The quantity and quality was bad,Negative
9/18/2023 1:25:33,"The quality of the food was very good, much better than the usual five",Positive
9/18/2023 1:25:49,The food was a head-scratching test,Positive
9/18/2023 1:26:00,not a single sign to find that restaurant. address is provided wrong. didn't get my order.,Negative
9/18/2023 1:26:09,"Worst food,worst quantity. Really disappointed. Bad experience from foodpanda.",Negative
9/18/2023 1:26:25,I tried plain pasta and it was the most fun. I will order your food next inshallah,Positive
9/18/2023 1:26:44,The food had a wonderful taste especially the taste of their food is different will definitely order again,Positive
9/18/2023 1:27:01,"The news was crazy fun, that's how food should taste",Positive
9/18/2023 1:27:13,Excellent food quality and test awesome,Positive
9/18/2023 1:27:21,Pasta quality is not upto the satisfactory level.,Neutral
9/18/2023 1:27:32,"Very poor quantity, meat was found rarely. Meat box contain potatoes only",Negative
9/18/2023 1:28:24,"To tell you the truth, I fell in love with your pasta. At first, I thought it would not be so good, but when the food arrived, I put a spoonful in my mouth and it tasted so good that I can't explain",Positive
9/18/2023 1:28:39,yummy food quality and test awesome thanks,Positive
9/18/2023 1:28:57,nice packing and good quality food,Positive
9/18/2023 1:29:07,Alhamdulillah The food was Good Enough,Positive
9/18/2023 1:29:43,"orst food I ever had! my money got wasted. I ordered 3 types pasta,taste was just ",Negative
9/18/2023 1:30:07,It took 1 hour 20 minutes to deliver the food & the pasta didn’t taste that good due to not putting enough SALT,Negative
9/18/2023 1:30:36,"The worst food ! Delivery time is too late then pasta taste is just worst, road side burger is much better than this one. this is totally a scam . I saw maximum give 5 star those are paid by them .",Positive
9/18/2023 1:31:00,The food was fun enough,Positive
9/18/2023 1:31:50,"Today Katsu was awesome. Sauce, Mayo, Size, Test everything was perfect. Thank you. Mark's 5 out of 1. Recommended",Positive
9/18/2023 1:32:17,Delicious food quality Excellent test,Positive
9/18/2023 1:32:39,You have a lot of delicious food,Positive
9/18/2023 1:32:59,best pasta in dhaka,Positive
9/18/2023 1:33:15,ordered meat pasta got two meat that's also so small .that was total trash .......why is the review good.? the shawarma had two big pieces of onion no sauce only chappy bread,Negative
9/18/2023 1:33:28,take long time and serve burned food. simply disappointing,Negative
9/18/2023 1:33:43,yummy food quality and test awesome,Positive
9/18/2023 1:34:01,The other reviews are fake. The pasta was so horrible so inedible Cheese was plastic pasta was completely undercooked street pasta and the sauce tasted like white sugar oil and tomato ketchup avoid it,Negative
9/18/2023 16:15:16,"I usually order spicy chicken burger but today's one was not spicy at all, it was filled with tomatoes and onions and smelled bad.",Negative
9/18/2023 16:15:31,"I love their burgers, but this time the burger wasn’t fresh, it was cold",Negative
9/18/2023 16:15:42,I ordered 1x Coleslaw - Large 1× Crispy Juicy Wrap.The Coleslaw was fully rotten.i have to throw it away.,Negative
9/18/2023 16:16:02,didn't realize it was gonna be this spicy but it was very tasty,Positive
9/18/2023 16:16:22,The chicken fry wasn't crispy because it seems like no outer layer of flour. This is not fare.,Negative
9/18/2023 16:16:51,"delivered rotten food, never ordering from them ever again, very shameful but normal to see such quality drop in this country.",Negative
9/18/2023 16:16:58,maximum time they give cold french fries.Which not expected.today they did not gave any soft drink from the combo.,Negative
9/18/2023 16:17:14,Chicken Pops and Juicy Burger were best as always. Always liked the coleslaw too.,Positive
9/18/2023 16:17:22,day by day size become smaller disappointed,Negative
9/18/2023 16:17:33,"I ordered Spicy cheese burger. But they have provided dry crispy burger, which has no cheese, no pickle, no spice & no taste.",Negative
9/18/2023 16:17:46,i ordered juicy burger with cheese but there was no cheese in it.Otherwise the burger was good.,Neutral
9/18/2023 16:18:03,gave me low quality wrong item,Negative
9/18/2023 16:18:20,good. It is pleasure to see the right order is delivered.,Positive
9/18/2023 16:18:41,food was cold and they did not give my Pepsi,Negative
9/18/2023 16:18:51,they were supposed to give me 9 pieces of chicken but they gave 8,Negative
9/18/2023 16:19:12,Burger was cold and it was super spicy. I did not order spicy one I ordered best cheese burger. Very disappointing.,Negative
9/18/2023 16:19:31,The coleslaw fell all over the place and the food was a bit cold.,Negative
9/18/2023 16:19:41,i ordered coleslaw and it was missing,Negative
9/18/2023 16:20:08,delivered me date expired colslow.Will people eat rotten food?,Negative
9/18/2023 16:20:30,The burgers were cold. That's the only problem I faced,Negative
9/18/2023 16:35:49,"The food was cold, there was no sauce, the taste of the sausage was bad..",Negative
9/18/2023 16:36:11,food was cold and they did not give my Pepsi,Negative
9/18/2023 16:37:01,i found the cake smashed! my daughter became very upset,Negative
9/18/2023 16:38:00,vanilla and blueberry cake were very yummy!! mango cake was okay.,Positive
9/18/2023 16:39:18,"I liked the old design of the mango cake. Moreover, the cake felt a bit smaller than what I previously ordered.",Negative
9/18/2023 16:40:22,"such heart warming pastries, o will definitely order more next time.mango and blueberry flavours are so fresh & creamy!!",Positive
9/18/2023 16:41:04,Taste is ok of doi bora but the quantity is less.,Neutral
9/18/2023 16:41:36,gave me wrong food! they r just weird shit!!,Negative
9/18/2023 16:42:03,Look is great but taste very average,Neutral
9/18/2023 16:43:30,Disgusting i ordered Black Forest cake but they delivered normal chocolate cake,Negative
